Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Workers,"Commuting to Work",Walked,5601,"(+/- 1438 )",2485,"(+/- 794 )",5912,"(+/- 1869 )",10640,"(+/- 1925 )",11063,"(+/- 2285 )",28943,"(+/- 3493 )",44126,"(+/- 4728 )",22142,"(+/- 2750 )",21068,"(+/- 3145 )",76430,"(+/- 5377 )",15265,"(+/- 2321 )",102147,"(+/- 7802 )",39508,"(+/- 5187 )",24441,"(+/- 3559 )",26322,"(+/- 3251 )",16178,"(+/- 2475 )",13713,"(+/- 2288 )",9850,"(+/- 2142 )",11593,"(+/- 1597 )",14539,"(+/- 2156 )",13030,"(+/- 1775 )",10986,"(+/- 1609 )",17575,"(+/- 2056 )",11138,"(+/- 1345 )",8861,"(+/- 1581 )",11086,"(+/- 1797 )",9780,"(+/- 1841 )"
Workers,"Commuting to Work","Other means",4318,"(+/- 1201 )",6164,"(+/- 1758 )",3083,"(+/- 792 )",5110,"(+/- 1254 )",6523,"(+/- 1672 )",4808,"(+/- 1210 )",13613,"(+/- 1897 )",9817,"(+/- 1832 )",9810,"(+/- 1577 )",21296,"(+/- 3408 )",4748,"(+/- 1187 )",30783,"(+/- 3814 )",11296,"(+/- 2389 )",10792,"(+/- 2067 )",5518,"(+/- 1769 )",5971,"(+/- 1871 )",5115,"(+/- 1513 )",4574,"(+/- 1775 )",5248,"(+/- 1159 )",5671,"(+/- 1548 )",3578,"(+/- 952 )",3595,"(+/- 1008 )",6638,"(+/- 1385 )",7719,"(+/- 1887 )",5273,"(+/- 1037 )",6513,"(+/- 1248 )",5088,"(+/- 1155 )"
Workers,"Commuting to Work","Worked from home",12815,"(+/- 1637 )",11441,"(+/- 1898 )",24127,"(+/- 3174 )",16441,"(+/- 2492 )",8672,"(+/- 1918 )",11849,"(+/- 2061 )",19561,"(+/- 2712 )",15155,"(+/- 2776 )",16472,"(+/- 2083 )",31722,"(+/- 4215 )",13453,"(+/- 2625 )",27831,"(+/- 3664 )",21224,"(+/- 3596 )",11036,"(+/- 1999 )",6719,"(+/- 1559 )",14562,"(+/- 1818 )",20703,"(+/- 2304 )",21668,"(+/- 2651 )",26444,"(+/- 3171 )",19838,"(+/- 2110 )",16964,"(+/- 2310 )",12516,"(+/- 1595 )",15002,"(+/- 1676 )",14910,"(+/- 1744 )",16076,"(+/- 1918 )",12579,"(+/- 2252 )",12779,"(+/- 1913 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",32.7,"(+/- 0.9 )",33.8,"(+/- 0.8 )",37.8,"(+/- 0.8 )",37.1,"(+/- 0.8 )",47.9,"(+/- 1.2 )",42.8,"(+/- 0.8 )",39.5,"(+/- 0.7 )",45.6,"(+/- 0.9 )",45.7,"(+/- 0.9 )",32.7,"(+/- 0.7 )",46.4,"(+/- 0.9 )",30.6,"(+/- 0.8 )",40.9,"(+/- 0.9 )",43.0,"(+/- 0.8 )",45.0,"(+/- 0.8 )",40.4,"(+/- 1.1 )",32.8,"(+/- 0.8 )",35.8,"(+/- 1.0 )",29.6,"(+/- 0.9 )",22.5,"(+/- 0.6 )",22.7,"(+/- 0.5 )",21.8,"(+/- 0.6 )",22.0,"(+/- 0.6 )",21.7,"(+/- 0.5 )",20.0,"(+/- 0.4 )",20.1,"(+/- 0.5 )",24.3,"(+/- 0.5 )"
Workers,Occupation,"Civilian employed population 16 years and over",361475,"(+/- 7690 )",378000,"(+/- 8727 )",368920,"(+/- 9003 )",377304,"(+/- 9414 )",362775,"(+/- 12350 )",354642,"(+/- 10582 )",350257,"(+/- 10523 )",367352,"(+/- 10233 )",357232,"(+/- 8497 )",395345,"(+/- 13807 )",348004,"(+/- 8541 )",449117,"(+/- 14206 )",371482,"(+/- 12926 )",353265,"(+/- 11181 )",291354,"(+/- 9862 )",350760,"(+/- 9741 )",363176,"(+/- 7722 )",355080,"(+/- 6061 )",340626,"(+/- 6803 )",374499,"(+/- 6353 )",301994,"(+/- 7015 )",314831,"(+/- 6124 )",313411,"(+/- 4951 )",344883,"(+/- 5288 )",356893,"(+/- 5688 )",346938,"(+/- 6867 )",361414,"(+/- 7939 )"
Workers,Occupation,"Management, business, science, and arts occupations",157685,"(+/- 5997 )",147079,"(+/- 6645 )",198477,"(+/- 6622 )",166166,"(+/- 6002 )",111717,"(+/- 6089 )",143148,"(+/- 5398 )",153430,"(+/- 6427 )",156674,"(+/- 7095 )",166419,"(+/- 6849 )",244723,"(+/- 8826 )",146690,"(+/- 5588 )",305527,"(+/- 11948 )",147979,"(+/- 8066 )",104209,"(+/- 6208 )",57110,"(+/- 4774 )",157174,"(+/- 6002 )",181478,"(+/- 6285 )",150827,"(+/- 5638 )",133478,"(+/- 5392 )",178009,"(+/- 5401 )",108194,"(+/- 5236 )",116534,"(+/- 4674 )",121996,"(+/- 4162 )",132869,"(+/- 4708 )",165412,"(+/- 5747 )",137916,"(+/- 5289 )",148387,"(+/- 5226 )"
Workers,Occupation,"Service occupations",61633,"(+/- 4832 )",70953,"(+/- 5691 )",48675,"(+/- 4344 )",70178,"(+/- 4925 )",103475,"(+/- 5695 )",76077,"(+/- 5304 )",82620,"(+/- 5452 )",88385,"(+/- 5464 )",79484,"(+/- 4909 )",47457,"(+/- 4891 )",69202,"(+/- 5051 )",44565,"(+/- 3849 )",111867,"(+/- 8147 )",105934,"(+/- 5581 )",113942,"(+/- 6763 )",70522,"(+/- 5101 )",65847,"(+/- 5065 )",67493,"(+/- 4304 )",67390,"(+/- 4550 )",61521,"(+/- 4712 )",60711,"(+/- 4348 )",65179,"(+/- 3772 )",59172,"(+/- 2735 )",64271,"(+/- 3713 )",62607,"(+/- 3769 )",67352,"(+/- 4287 )",58408,"(+/- 4450 )"
Workers,Occupation,"Sales and office occupations",76256,"(+/- 5215 )",85630,"(+/- 4597 )",80311,"(+/- 5597 )",77577,"(+/- 5442 )",71802,"(+/- 5256 )",75047,"(+/- 4988 )",60633,"(+/- 4568 )",64954,"(+/- 4446 )",64468,"(+/- 4166 )",72814,"(+/- 5751 )",72206,"(+/- 4899 )",76733,"(+/- 7461 )",60322,"(+/- 4938 )",64825,"(+/- 4813 )",57932,"(+/- 4509 )",70002,"(+/- 5253 )",66312,"(+/- 4531 )",72876,"(+/- 4986 )",66531,"(+/- 3850 )",77238,"(+/- 4953 )",62248,"(+/- 3855 )",65445,"(+/- 3653 )",56999,"(+/- 3112 )",79448,"(+/- 3610 )",71206,"(+/- 4074 )",76231,"(+/- 4703 )",72402,"(+/- 4384 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",35034,"(+/- 3674 )",31625,"(+/- 2926 )",19558,"(+/- 2531 )",30337,"(+/- 3614 )",30635,"(+/- 3309 )",27278,"(+/- 3775 )",22022,"(+/- 2803 )",25103,"(+/- 3299 )",18986,"(+/- 2901 )",11958,"(+/- 2112 )",30542,"(+/- 3918 )",8767,"(+/- 2799 )",19287,"(+/- 3819 )",34439,"(+/- 4601 )",18568,"(+/- 3296 )",22118,"(+/- 3010 )",22681,"(+/- 3429 )",30003,"(+/- 3084 )",34483,"(+/- 2725 )",24237,"(+/- 2796 )",30804,"(+/- 2221 )",26622,"(+/- 3184 )",32025,"(+/- 2496 )",26000,"(+/- 2626 )",18050,"(+/- 1937 )",22610,"(+/- 2555 )",34790,"(+/- 3058 )"
Workers,Occupation,"Production, transportation, and material moving occupations",30867,"(+/- 3348 )",42713,"(+/- 3290 )",21899,"(+/- 2826 )",33046,"(+/- 3748 )",45146,"(+/- 3848 )",33092,"(+/- 4080 )",31552,"(+/- 3242 )",32236,"(+/- 3435 )",27875,"(+/- 2759 )",18393,"(+/- 2769 )",29364,"(+/- 3193 )",13525,"(+/- 2376 )",32027,"(+/- 4205 )",43858,"(+/- 3529 )",43802,"(+/- 4825 )",30944,"(+/- 3511 )",26858,"(+/- 3431 )",33881,"(+/- 3236 )",38744,"(+/- 3306 )",33494,"(+/- 3097 )",40037,"(+/- 3006 )",41051,"(+/- 3086 )",43219,"(+/- 2480 )",42295,"(+/- 2899 )",39618,"(+/- 3186 )",42829,"(+/- 3570 )",47427,"(+/- 4092 )"
Workers,Industry,"Civilian employed population 16 years and over",361475,"(+/- 7690 )",378000,"(+/- 8727 )",368920,"(+/- 9003 )",377304,"(+/- 9414 )",362775,"(+/- 12350 )",354642,"(+/- 10582 )",350257,"(+/- 10523 )",367352,"(+/- 10233 )",357232,"(+/- 8497 )",395345,"(+/- 13807 )",348004,"(+/- 8541 )",449117,"(+/- 14206 )",371482,"(+/- 12926 )",353265,"(+/- 11181 )",291354,"(+/- 9862 )",350760,"(+/- 9741 )",363176,"(+/- 7722 )",355080,"(+/- 6061 )",340626,"(+/- 6803 )",374499,"(+/- 6353 )",301994,"(+/- 7015 )",314831,"(+/- 6124 )",313411,"(+/- 4951 )",344883,"(+/- 5288 )",356893,"(+/- 5688 )",346938,"(+/- 6867 )",361414,"(+/- 7939 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1079,"(+/- 486 )",758,"(+/- 599 )",1267,"(+/- 675 )",981,"(+/- 746 )",218,"(+/- 248 )",52,"(+/- 103 )",131,"(+/- 136 )",161,"(+/- 185 )",426,"(+/- 352 )",755,"(+/- 638 )",854,"(+/- 694 )",90,"(+/- 105 )",495,"(+/- 497 )",706,"(+/- 466 )",433,"(+/- 454 )",738,"(+/- 651 )",1367,"(+/- 646 )",3493,"(+/- 1267 )",6504,"(+/- 1160 )",1911,"(+/- 811 )",8367,"(+/- 1738 )",4516,"(+/- 1003 )",6848,"(+/- 1180 )",4086,"(+/- 1266 )",988,"(+/- 582 )",592,"(+/- 394 )",7972,"(+/- 1260 )"
Workers,Industry,Construction,32042,"(+/- 3707 )",25039,"(+/- 2968 )",19152,"(+/- 2666 )",29064,"(+/- 3587 )",24292,"(+/- 2940 )",25165,"(+/- 3925 )",19116,"(+/- 3149 )",20489,"(+/- 2780 )",15776,"(+/- 2543 )",13776,"(+/- 2246 )",27372,"(+/- 4118 )",11186,"(+/- 3095 )",12879,"(+/- 2935 )",33438,"(+/- 4320 )",15152,"(+/- 2899 )",21331,"(+/- 2849 )",23189,"(+/- 3448 )",22639,"(+/- 2893 )",26569,"(+/- 2578 )",21380,"(+/- 2661 )",21351,"(+/- 2168 )",19360,"(+/- 2239 )",20268,"(+/- 1777 )",22220,"(+/- 2174 )",12766,"(+/- 1793 )",15533,"(+/- 1975 )",25145,"(+/- 2534 )"
Workers,Industry,Manufacturing,20815,"(+/- 3101 )",25569,"(+/- 2957 )",17784,"(+/- 1857 )",15107,"(+/- 2211 )",9267,"(+/- 1791 )",13647,"(+/- 1996 )",12302,"(+/- 1978 )",8022,"(+/- 1220 )",8006,"(+/- 1713 )",13763,"(+/- 2329 )",10257,"(+/- 2293 )",14294,"(+/- 2649 )",7156,"(+/- 1898 )",11873,"(+/- 1998 )",10393,"(+/- 2918 )",12716,"(+/- 2303 )",17967,"(+/- 2359 )",20161,"(+/- 3016 )",24504,"(+/- 2460 )",27282,"(+/- 2569 )",27125,"(+/- 2452 )",30675,"(+/- 2888 )",41838,"(+/- 2551 )",32339,"(+/- 2793 )",39436,"(+/- 3106 )",32248,"(+/- 3281 )",47140,"(+/- 3676 )"
Workers,Industry,"Wholesale trade",9795,"(+/- 1489 )",12412,"(+/- 2102 )",13360,"(+/- 2069 )",11298,"(+/- 1832 )",5150,"(+/- 1272 )",11627,"(+/- 2129 )",8812,"(+/- 1466 )",5990,"(+/- 1377 )",4418,"(+/- 968 )",10013,"(+/- 2376 )",8894,"(+/- 1678 )",7003,"(+/- 1963 )",6121,"(+/- 1482 )",7352,"(+/- 1347 )",5177,"(+/- 1403 )",6587,"(+/- 1632 )",10829,"(+/- 1914 )",9960,"(+/- 1869 )",5475,"(+/- 1099 )",8118,"(+/- 1572 )",4615,"(+/- 977 )",6913,"(+/- 1255 )",4812,"(+/- 1078 )",8511,"(+/- 1341 )",7462,"(+/- 1522 )",6956,"(+/- 1456 )",11192,"(+/- 1908 )"
Workers,Industry,"Retail trade",36880,"(+/- 3505 )",39387,"(+/- 3773 )",38695,"(+/- 4061 )",33686,"(+/- 3716 )",35294,"(+/- 4020 )",28630,"(+/- 3551 )",31817,"(+/- 3790 )",35183,"(+/- 3599 )",29564,"(+/- 3336 )",24742,"(+/- 2912 )",32890,"(+/- 3801 )",26970,"(+/- 3928 )",32175,"(+/- 4010 )",35143,"(+/- 4297 )",33974,"(+/- 3638 )",33134,"(+/- 3950 )",28602,"(+/- 3090 )",38190,"(+/- 3509 )",38505,"(+/- 3768 )",32557,"(+/- 3940 )",38289,"(+/- 3114 )",34671,"(+/- 2860 )",29745,"(+/- 2244 )",38605,"(+/- 3130 )",38231,"(+/- 2838 )",40022,"(+/- 3227 )",40927,"(+/- 3213 )"
Workers,Industry,"Transportation and warehousing, and utilities",19861,"(+/- 2473 )",26154,"(+/- 2896 )",16931,"(+/- 2232 )",24558,"(+/- 3584 )",39985,"(+/- 3675 )",25550,"(+/- 3221 )",17694,"(+/- 2596 )",31276,"(+/- 2875 )",26072,"(+/- 3356 )",14066,"(+/- 2685 )",25552,"(+/- 2872 )",10732,"(+/- 1955 )",19990,"(+/- 3449 )",27962,"(+/- 3326 )",24550,"(+/- 3764 )",21028,"(+/- 2774 )",16526,"(+/- 2157 )",22074,"(+/- 2361 )",16251,"(+/- 2056 )",17736,"(+/- 2628 )",13711,"(+/- 1743 )",14686,"(+/- 2097 )",10928,"(+/- 1481 )",20199,"(+/- 2091 )",14866,"(+/- 1984 )",17162,"(+/- 2178 )",14164,"(+/- 2159 )"
Workers,Industry,Information,6381,"(+/- 1366 )",9171,"(+/- 1665 )",9738,"(+/- 1602 )",10876,"(+/- 1993 )",6532,"(+/- 1364 )",9455,"(+/- 1921 )",18713,"(+/- 2296 )",15962,"(+/- 2087 )",18800,"(+/- 2432 )",20348,"(+/- 2404 )",7543,"(+/- 1440 )",35989,"(+/- 4221 )",13771,"(+/- 2368 )",8336,"(+/- 1491 )",4615,"(+/- 1639 )",10726,"(+/- 1790 )",10128,"(+/- 1417 )",7511,"(+/- 1542 )",5320,"(+/- 1213 )",7737,"(+/- 1847 )",4708,"(+/- 1116 )",3515,"(+/- 782 )",5058,"(+/- 1015 )",6681,"(+/- 1283 )",8026,"(+/- 1495 )",5408,"(+/- 939 )",4347,"(+/- 982 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",25754,"(+/- 2858 )",28413,"(+/- 3176 )",39138,"(+/- 3849 )",35358,"(+/- 3241 )",18991,"(+/- 2057 )",31339,"(+/- 3074 )",26815,"(+/- 2855 )",23140,"(+/- 2482 )",23548,"(+/- 2438 )",66803,"(+/- 6033 )",31379,"(+/- 3224 )",87136,"(+/- 7732 )",27472,"(+/- 4070 )",18586,"(+/- 2497 )",17043,"(+/- 2800 )",30424,"(+/- 2284 )",29447,"(+/- 2704 )",21272,"(+/- 2764 )",16492,"(+/- 1819 )",26668,"(+/- 2415 )",11747,"(+/- 1489 )",18922,"(+/- 2147 )",11013,"(+/- 1293 )",18784,"(+/- 1805 )",16923,"(+/- 1975 )",28636,"(+/- 2439 )",19329,"(+/- 2302 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",41777,"(+/- 4240 )",38916,"(+/- 3542 )",53220,"(+/- 3590 )",46594,"(+/- 3523 )",32753,"(+/- 3347 )",43368,"(+/- 4031 )",56910,"(+/- 4121 )",45990,"(+/- 3730 )",52262,"(+/- 3649 )",78571,"(+/- 5674 )",38564,"(+/- 3324 )",103561,"(+/- 6276 )",44030,"(+/- 4694 )",39722,"(+/- 3211 )",26948,"(+/- 3386 )",41260,"(+/- 3754 )",51142,"(+/- 3621 )",40359,"(+/- 3070 )",32387,"(+/- 2859 )",41462,"(+/- 3318 )",20915,"(+/- 2155 )",27871,"(+/- 2431 )",23176,"(+/- 2154 )",31704,"(+/- 2595 )",46560,"(+/- 3930 )",36524,"(+/- 3268 )",31856,"(+/- 2892 )"
Workers,Industry,"Educational services, and health care and social assistance",110088,"(+/- 5935 )",106096,"(+/- 5303 )",103207,"(+/- 5568 )",112718,"(+/- 5337 )",120942,"(+/- 6113 )",90686,"(+/- 5046 )",80524,"(+/- 4921 )",115160,"(+/- 6095 )",118567,"(+/- 5416 )",90762,"(+/- 5632 )",104287,"(+/- 6064 )",86579,"(+/- 6388 )",116445,"(+/- 6775 )",80620,"(+/- 5530 )",92560,"(+/- 5292 )",116192,"(+/- 6391 )",111502,"(+/- 5057 )",106754,"(+/- 5020 )",98214,"(+/- 5704 )",101620,"(+/- 5379 )",86767,"(+/- 4645 )",92261,"(+/- 3575 )",103137,"(+/- 3804 )",99975,"(+/- 4437 )",114596,"(+/- 4408 )",103286,"(+/- 4934 )",96791,"(+/- 5521 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",25843,"(+/- 3239 )",31359,"(+/- 4248 )",25661,"(+/- 2946 )",25108,"(+/- 2733 )",29185,"(+/- 2909 )",35640,"(+/- 3459 )",51626,"(+/- 4984 )",33069,"(+/- 2945 )",29446,"(+/- 3423 )",39867,"(+/- 4870 )",25111,"(+/- 2490 )",40418,"(+/- 4043 )",58735,"(+/- 5755 )",55930,"(+/- 4647 )",37568,"(+/- 4370 )",26392,"(+/- 2988 )",30346,"(+/- 3124 )",25930,"(+/- 2971 )",33185,"(+/- 3051 )",33488,"(+/- 3787 )",28527,"(+/- 2883 )",30063,"(+/- 3304 )",29037,"(+/- 2848 )",31037,"(+/- 2623 )",31843,"(+/- 3093 )",32998,"(+/- 2973 )",29223,"(+/- 3029 )"
Workers,Industry,"Other services, except public administration",14052,"(+/- 2343 )",15157,"(+/- 2249 )",16322,"(+/- 2480 )",11326,"(+/- 2177 )",19627,"(+/- 2031 )",25621,"(+/- 2970 )",16228,"(+/- 2221 )",16611,"(+/- 2127 )",16650,"(+/- 2114 )",13873,"(+/- 2192 )",12796,"(+/- 2196 )",14187,"(+/- 2653 )",20470,"(+/- 3267 )",22380,"(+/- 3346 )",14168,"(+/- 2438 )",15979,"(+/- 2039 )",15648,"(+/- 1971 )",17823,"(+/- 2438 )",15932,"(+/- 2150 )",16279,"(+/- 1976 )",12312,"(+/- 1562 )",13505,"(+/- 1752 )",12217,"(+/- 1424 )",15495,"(+/- 1803 )",14817,"(+/- 2278 )",13655,"(+/- 2056 )",15239,"(+/- 1956 )"
Workers,Industry,"Public administration",17108,"(+/- 2182 )",19569,"(+/- 2317 )",14445,"(+/- 2284 )",20630,"(+/- 2902 )",20539,"(+/- 3018 )",13862,"(+/- 2134 )",9569,"(+/- 1797 )",16299,"(+/- 2304 )",13697,"(+/- 1804 )",8006,"(+/- 1567 )",22505,"(+/- 2683 )",10972,"(+/- 2380 )",11743,"(+/- 2474 )",11217,"(+/- 1852 )",8773,"(+/- 2241 )",14253,"(+/- 1968 )",16483,"(+/- 2054 )",18914,"(+/- 2269 )",21288,"(+/- 2249 )",38261,"(+/- 3737 )",23560,"(+/- 2528 )",17873,"(+/- 1826 )",15334,"(+/- 1480 )",15247,"(+/- 2150 )",10379,"(+/- 1675 )",13918,"(+/- 1910 )",18089,"(+/- 2058 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",361475,"(+/- 7690 )",378000,"(+/- 8727 )",368920,"(+/- 9003 )",377304,"(+/- 9414 )",362775,"(+/- 12350 )",354642,"(+/- 10582 )",350257,"(+/- 10523 )",367352,"(+/- 10233 )",357232,"(+/- 8497 )",395345,"(+/- 13807 )",348004,"(+/- 8541 )",449117,"(+/- 14206 )",371482,"(+/- 12926 )",353265,"(+/- 11181 )",291354,"(+/- 9862 )",350760,"(+/- 9741 )",363176,"(+/- 7722 )",355080,"(+/- 6061 )",340626,"(+/- 6803 )",374499,"(+/- 6353 )",301994,"(+/- 7015 )",314831,"(+/- 6124 )",313411,"(+/- 4951 )",344883,"(+/- 5288 )",356893,"(+/- 5688 )",346938,"(+/- 6867 )",361414,"(+/- 7939 )"
Workers,"Class of Worker","Private wage and salary workers",266990,"(+/- 9207 )",300918,"(+/- 8118 )",290031,"(+/- 7967 )",293093,"(+/- 8847 )",277662,"(+/- 11323 )",284788,"(+/- 9245 )",292817,"(+/- 9306 )",287665,"(+/- 9610 )",277309,"(+/- 8102 )",336601,"(+/- 12280 )",266040,"(+/- 8109 )",387077,"(+/- 11728 )",304144,"(+/- 12509 )",291956,"(+/- 10492 )",240838,"(+/- 9428 )",279340,"(+/- 9902 )",283673,"(+/- 7077 )",273709,"(+/- 6183 )",248255,"(+/- 7180 )",277743,"(+/- 7574 )",217295,"(+/- 6701 )",234671,"(+/- 5976 )",237277,"(+/- 5042 )",266531,"(+/- 5630 )",290961,"(+/- 5720 )",281146,"(+/- 6636 )",278977,"(+/- 7438 )"
Workers,"Class of Worker","Government workers",75281,"(+/- 5055 )",64606,"(+/- 4269 )",58555,"(+/- 4493 )",65541,"(+/- 4234 )",65033,"(+/- 5070 )",46078,"(+/- 3658 )",34145,"(+/- 3405 )",62374,"(+/- 4071 )",59123,"(+/- 4064 )",29182,"(+/- 3482 )",65467,"(+/- 4482 )",33954,"(+/- 4564 )",43873,"(+/- 4759 )",38953,"(+/- 3242 )",35631,"(+/- 4518 )",55969,"(+/- 4251 )",58465,"(+/- 4307 )",63265,"(+/- 3874 )",63390,"(+/- 3651 )",81565,"(+/- 4735 )",64858,"(+/- 3786 )",63029,"(+/- 3435 )",56692,"(+/- 2882 )",60977,"(+/- 3372 )",48832,"(+/- 3341 )",53080,"(+/- 4202 )",64336,"(+/- 3969 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",18846,"(+/- 2941 )",12080,"(+/- 2076 )",19676,"(+/- 2237 )",17825,"(+/- 2660 )",19456,"(+/- 2496 )",22949,"(+/- 3124 )",22918,"(+/- 3502 )",16674,"(+/- 2236 )",20303,"(+/- 3068 )",28539,"(+/- 3231 )",16008,"(+/- 2534 )",27701,"(+/- 4403 )",22365,"(+/- 3567 )",21763,"(+/- 2792 )",14659,"(+/- 2237 )",14848,"(+/- 2488 )",20630,"(+/- 2303 )",17343,"(+/- 2137 )",27824,"(+/- 3022 )",14499,"(+/- 1772 )",18452,"(+/- 2466 )",16364,"(+/- 1505 )",18386,"(+/- 1783 )",16597,"(+/- 2281 )",16668,"(+/- 2159 )",12573,"(+/- 1822 )",17639,"(+/- 2610 )"
Workers,"Class of Worker","Unpaid family workers",358,"(+/- 259 )",396,"(+/- 230 )",658,"(+/- 310 )",845,"(+/- 403 )",624,"(+/- 504 )",827,"(+/- 433 )",377,"(+/- 235 )",639,"(+/- 329 )",497,"(+/- 328 )",1023,"(+/- 570 )",489,"(+/- 295 )",385,"(+/- 252 )",1100,"(+/- 756 )",593,"(+/- 351 )",226,"(+/- 233 )",603,"(+/- 451 )",408,"(+/- 271 )",763,"(+/- 386 )",1157,"(+/- 781 )",692,"(+/- 386 )",1389,"(+/- 657 )",767,"(+/- 403 )",1056,"(+/- 414 )",778,"(+/- 320 )",432,"(+/- 225 )",139,"(+/- 145 )",462,"(+/- 284 )"
Housing,"Housing Occupancy","Total housing units",316401,"(+/- 5126 )",236904,"(+/- 4883 )",271289,"(+/- 5542 )",252055,"(+/- 4272 )",246467,"(+/- 4711 )",289510,"(+/- 5345 )",274455,"(+/- 6894 )",337429,"(+/- 5932 )",311376,"(+/- 6318 )",365475,"(+/- 7597 )",288888,"(+/- 3581 )",445781,"(+/- 8813 )",320968,"(+/- 7684 )",268752,"(+/- 5896 )",275448,"(+/- 5926 )",288721,"(+/- 6162 )",267068,"(+/- 4177 )",278065,"(+/- 2585 )",370850,"(+/- 2668 )",339116,"(+/- 2793 )",379410,"(+/- 2558 )",326249,"(+/- 2015 )",347510,"(+/- 1864 )",322243,"(+/- 2020 )",318884,"(+/- 1786 )",342286,"(+/- 3996 )",322605,"(+/- 4376 )"
Housing,"Housing Occupancy","Occupied housing units",252630,"(+/- 5032 )",223418,"(+/- 4503 )",257333,"(+/- 5317 )",238571,"(+/- 4335 )",230322,"(+/- 4859 )",266127,"(+/- 5008 )",253213,"(+/- 6899 )",308982,"(+/- 5490 )",285637,"(+/- 6358 )",317659,"(+/- 7649 )",265022,"(+/- 3981 )",366996,"(+/- 8725 )",295057,"(+/- 7465 )",242702,"(+/- 5106 )",262833,"(+/- 5958 )",277231,"(+/- 6557 )",249845,"(+/- 4461 )",253104,"(+/- 3825 )",272241,"(+/- 4694 )",302852,"(+/- 4148 )",280765,"(+/- 4554 )",277265,"(+/- 3987 )",282880,"(+/- 4072 )",280843,"(+/- 4402 )",294719,"(+/- 3248 )",311623,"(+/- 5009 )",296942,"(+/- 4302 )"
Housing,"Housing Occupancy","Vacant housing units",63771,"(+/- 3548 )",13486,"(+/- 1844 )",13956,"(+/- 2386 )",13484,"(+/- 1898 )",16145,"(+/- 2120 )",23383,"(+/- 3139 )",21242,"(+/- 2291 )",28447,"(+/- 2994 )",25739,"(+/- 2833 )",47816,"(+/- 5437 )",23866,"(+/- 2650 )",78785,"(+/- 6747 )",25911,"(+/- 3622 )",26050,"(+/- 2987 )",12615,"(+/- 1799 )",11490,"(+/- 1848 )",17223,"(+/- 3038 )",24961,"(+/- 3516 )",98609,"(+/- 3752 )",36264,"(+/- 3441 )",98645,"(+/- 4218 )",48984,"(+/- 3712 )",64630,"(+/- 3796 )",41400,"(+/- 3801 )",24165,"(+/- 3264 )",30663,"(+/- 3506 )",25663,"(+/- 3101 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.4,"(+/- 0.6 )",0.8,"(+/- 0.3 )",0.8,"(+/- 0.4 )",1.3,"(+/- 0.5 )",2.0,"(+/- 0.7 )",1.4,"(+/- 0.7 )",2.5,"(+/- 1.3 )",1.8,"(+/- 0.7 )",1.3,"(+/- 0.7 )",2.7,"(+/- 1.0 )",3.0,"(+/- 0.9 )",2.1,"(+/- 0.9 )",2.1,"(+/- 1.5 )",2.1,"(+/- 1.0 )",2.4,"(+/- 1.7 )",0.9,"(+/- 0.5 )",1.8,"(+/- 0.8 )",2.1,"(+/- 0.7 )",2.2,"(+/- 0.6 )",1.9,"(+/- 0.6 )",1.9,"(+/- 0.6 )",1.7,"(+/- 0.6 )",1.3,"(+/- 0.5 )",2.3,"(+/- 0.6 )",0.1,"(+/- 0.2 )",1.4,"(+/- 0.6 )",0.8,"(+/- 0.4 )"
